Name,Sub-Domain,Field,Country,Description,Dataset Link,File Count,Category,Original Format,Original Size (MB),JSONL Size (MB),Total Lines,Cleaned Size (MB),Cleaned Lines,License,Last Updated,Uploaded?,Cleaned?,Verified?,Is Synthetic?,Date Added,Author,Popularity,Tags,Note
Cyber Security Audit Report Explained: 7 Essential Insights,"Governance, Risk and Compliance",Cybersecurity,Global,"Discover what a cyber security audit report includes, how it strengthens compliance and protects your organisation. Learn key components and next steps.",https://cypro.co.uk/insights/cyber-security-audit-report/,,Website,HTML,,,,,,CC BY 4.0,2026-07-15,,,,,15/07/2026,,,,
heyo-mayo,Identity Access and Management,Cybersecurity,Global,"A Chrome DevTools panel that helps you troubleshoot authentication flows with Keycloak as a broker (and any other IdP/SP). It captures and displays SAML Requests/Responses and OIDC /authorize, redirects, /token responses, and fragment tokens — with both raw payloads and human-readable parsed views. ",https://github.com/heyo-mayo/Chrome-Auth-Inspector,,Repository,,0.01,,,,,Apache-2.0,2025-08-14,,,,,15/07/2026,,,,
ellipse2v,Threat Intelligence,Cybersecurity,Global,"🛡️ Cybersecurity Framework Mapping Tool An automated tool for mapping and correlating cybersecurity frameworks including MITRE ATT&CK, CAPEC, D3FEND, and STRIDE threat modeling categories.",https://github.com/ellipse2v/cybersecurityFrameworkMapping,,Repository,,0.06,,,,,Apache-2.0,2025-08-20,,,,,15/07/2026,,,,
OrgForge-IT: A Verifiable Synthetic Benchmark for LLM-Based Insider ...,Identity Access and Management,Cybersecurity,Global,"The CERT Insider Threat Dataset (CERT, 2020) is the canonical benchmark for insider threat detection research. It provides synthetic organizational data including email, file access, HTTP logs, logon records, and device events across multiple release versions of increasing complexity.",https://arxiv.org/html/2603.22499,1,Document,PDF,0.30,,,,,CC BY 4.0,2026-03-25,,,,,15/07/2026,,,,
Social media compliance: 2026 guide for regulated industries,"Governance, Risk and Compliance",Cybersecurity,Global,"Social media compliance means following all applicable laws, regulations, and platform policies when using social media for business purposes. For enterprise organizations, compliance matters because violations can result in significant financial penalties, legal action, data breaches, and reputatio",https://blog.hootsuite.com/social-media-compliance/,,Website,HTML,,,,,,Royalty-free,,,,,,15/07/2026,,,,
bluearchio,Cloud Security,Cybersecurity,Global,llm-formatted aws misconfiguration library . Contribute to bluearchio/aws-misconfig-db development by creating an account on GitHub.,https://github.com/bluearchio/aws-misconfig-db,,Repository,,0.56,,,,,MIT,2026-07-15,,,,,15/07/2026,,,,
Identity Management Policy,Identity Access and Management,Cybersecurity,Global,"A structured identity management framework ensures secure authentication, authorization, and user access control to protect sensitive systems and data.",https://www.sans.org/information-security-policy/identity-management-policy,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Deploy on Kubernetes with Helm,Cloud Security,Cybersecurity,Global,"The Falco Operator is now the recommended way to deploy Falco on Kubernetes. It provides a declarative, Kubernetes-native experience with Custom Resources for managing Falco instances, rules, plugins, and configuration. The Helm chart method described on this page remains fully supported.",https://falco.org/docs/setup/kubernetes/,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Important Components for Kubernetes,Cloud Security,Cybersecurity,Global,The OpenTelemetry Collector supports many different receivers and processors to facilitate monitoring Kubernetes. This section covers the components that are most important for collecting Kubernetes data and enhancing it. Components covered in this page: Kubernetes Attributes Processor: adds Kuberne,https://opentelemetry.io/docs/platforms/kubernetes/collector/components/,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
Best Open Source GRC Tools for Businesses,"Governance, Risk and Compliance",Cybersecurity,Global,"Open source GRC tools: explore the best options for governance, risk management, and compliance, and see how Baserow helps streamline GRC processes.",https://baserow.io/blog/open-source-grc-tools,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
Cloud Security Posture Management Market Size & Growth 2031,Cloud Security,Cybersecurity,Global,"Our study treats the cloud security posture management (CSPM) market as all software and managed-service offerings that continuously scan public, private, and hybrid cloud resources to detect, prioritize, and remediate misconfigurations, policy violations, and compliance gaps across IaaS, PaaS, and ",https://www.mordorintelligence.com/industry-reports/cloud-security-posture-management-market,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
MercuryAtom31,"Governance, Risk and Compliance",Cybersecurity,Global,"The case study uses the NIST CSF 2.0 core functions as the organizing structure: Govern Identify Protect Detect Respond Recover Governance supports the rest of the framework by setting priorities, accountability, and risk treatment direction. The case study also borrows the CSF profile mindset by de",https://github.com/MercuryAtom31/NIST-CSF-Web-Agency-Case-Study,,Repository,,0.04,,,,,MIT,2026-04-04,,,,,15/07/2026,,,,
Learning Using Privileged Information for Litter Detection,Identity Access and Management,Cybersecurity,Global,"Abstract As litter pollution continues to rise globally, developing automated tools capable of detecting litter effectively remains a significant challenge. This study presents a novel approach that combines, for the first time, privileged information with deep learning object detection to improve l",https://arxiv.org/html/2508.04124v1,1,Document,PDF,0.08,,,,,CC BY 4.0,2025-08-07,,,,,15/07/2026,,,,
ISO 27001 Controls: Measures from Annex A for Your ISMS,"Governance, Risk and Compliance",Cybersecurity,Global,"ISO 27001 helps compliance officers to establish a robust Information Security Management System (ISMS) that three information security objectives aims to achieve: An ISMS should ensure the confidentiality, integrity, and availability of information. A central component of the international standard",https://www.proliance.ai/en/blog/iso-27001-controls,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
badchars,Cloud Security,Cybersecurity,Global,"Cloud security audit tools for AI agents — AWS, Azure, GCP misconfiguration detection via MCP. 38 tools, 60+ checks. The agent finds vulns, not you. - badchars/cloud-audit-mcp",https://github.com/badchars/cloud-audit-mcp,,Repository,,0.12,,,,,MIT,2026-03-14,,,,,15/07/2026,,,,
Network Security Audit: A Comprehensive Overview,"Governance, Risk and Compliance",Cybersecurity,Global,"With a complete network security audit, you can discover vulnerabilities, assess risks, and fortify your network against cyber threats. Enhance protection now.",https://qualysec.com/network-security-audit/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
What is SAML Authentication and How Does it Work?,Identity Access and Management,Cybersecurity,Global,SAML - A Quick Overview ‍ SAML's main work is to permit IdP (the identity details providers) to share the authentication-concerned credential with the concerned authority. It is the open standard that allows granting unified access for all kinds of apps while making no compromise on data security. A,https://www.wallarm.com/what/what-is-saml-authentication,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
Practitioner Guides and References,"Governance, Risk and Compliance",Cybersecurity,Global,"This page documents the comprehensive ecosystem of practitioner guides, reference materials, and supporting documentation that accompanies the Secure Controls Framework (SCF). These materials provide implementation guidance, regulatory mapping, and practical resources to help organizations effective",https://deepwiki.com/securecontrolsframework/securecontrolsframework/4.2-practitioner-guides-and-references,1,Website,HTML,0.27,,,,,Free to use,,,,,,15/07/2026,,,,
The Top 10 Data Mapping Tools Useful in ETL Process [2026 LIST],"Governance, Risk and Compliance",Cybersecurity,Global,Here is the list of the best data mapping tools you should consider for your ETL processes. This includes free open source tools as well.,https://www.softwaretestinghelp.com/data-mapping-tools/,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
CSA CCM Mapping for TPRM: Vendor Control Framework Guide [2026],"Governance, Risk and Compliance",Cybersecurity,Global,"Map vendor security controls to CSA Cloud Controls Matrix for TPRM. 197 controls, 17 domains, cross-framework mappings (SOC 2, ISO 27001) explained.",https://checkfirst.io/blog/tprm-csa-ccm-framework/,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
SANS Cybersecurity White Papers,Identity Access and Management,Cybersecurity,Global,"Access expert-driven SANS white papers delivering cutting-edge research, technical analysis, and strategic insights on critical cybersecurity topics. These papers provide clarity and actionable guidance to help security professionals navigate evolving threats and advance expertise.",https://www.sans.org/white-papers,,Website,HTML,,,,,,Free to use,,,,,,15/07/2026,,,,
"PAM Market Size, Share & 2031 Growth Trends Report",Identity Access and Management,Cybersecurity,Global,"Privileged Access Management Market Size & Share Analysis - Growth Trends and Forecast (2026 - 2031) Privileged Access Management (PAM) Market Report is Segmented by Component (Solutions & Services), Deployment Mode (On-Premises and More), Organization Size (Large Enterprises and Small & Medium Ente",https://www.mordorintelligence.com/industry-reports/privileged-access-management-pam-market,,Website,HTML,,,,,,CC BY 4.0,,,,,,15/07/2026,,,,
MicrosoftDocs,Cloud Security,Cybersecurity,Global,"To help protect data in the cloud, you need to account for the possible states in which your data can occur, and what controls are available for that state. Best practices for Azure data security and encryption relate to the following data states: At rest: This includes all information storage objec",https://github.com/MicrosoftDocs/azure-docs/blob/main/articles/security/fundamentals/data-encryption-best-practices.md,,Repository,,26412.93,,,,,CC BY 4.0,2026-07-15,,,,,15/07/2026,,,,
Enable or disable automatic scanning,Cloud Security,Cybersecurity,Global,This document tells you how to enable and disable automatic scanning. Artifact Analysis provides automated vulnerability scanning for container images in Artifact Registry through the Container Scanning API. Platform administrators and application developers can use the scan results to identify and ,https://docs.cloud.google.com/artifact-analysis/docs/enable-automatic-scanning,1,Website,HTML,0.12,,,,,CC BY 4.0,2026-07-10,,,,,15/07/2026,,,,
Google Cloud MCP servers audit logging,"Governance, Risk and Compliance",Cybersecurity,Global,"This document describes audit logging for Google Cloud remote Model Context Protocol (MCP) servers. Google Cloud services generate audit logs that record administrative and access activities within your Google Cloud resources. For more information about Cloud Audit Logs, see the following: Types of ",https://docs.cloud.google.com/mcp/audit-logging,1,Website,HTML,0.10,,,,,CC BY 4.0,2026-07-10,,,,,15/07/2026,,,,
What is OAuth? How does this authentication work? ⚙️,Identity Access and Management,Cybersecurity,Global,"SAML vs. OAuth Many people are quick to refer to the similarities between SAML and OAuth, but most concepts couldn't be more different. SAML, also known as Security Assertion Markup Language, is an alternative authentication standard that is many organization uses to support single-sign-on features.",https://www.wallarm.com/what/what-is-the-oauth,,Website,HTML,,,,,,Free to use,2026-07-15,,,,,15/07/2026,,,,
OAuth 2.0 Policies,Identity Access and Management,Cybersecurity,Global,"Handle user tokens securely OAuth 2.0 tokens are entrusted to you by users who give you permission to act and access data on their behalf. Never transmit tokens in plaintext, and always store encrypted tokens at rest to provide an extra layer of protection in the event of a data breach.",https://developers.google.com/identity/protocols/oauth2/policies,1,Website,HTML,0.09,,,,,CC BY 4.0,2026-05-26,,,,,15/07/2026,,,,
